subjectCode,courseNumber,courseTitle,creditNarrative,prereqNarrative
ART,125,Environmental Art Studio,5.0,Enrollment is restricted to juniors and seniors.
ART,130,Intermediate/Advanced Painting,5.0,"Prerequisite(s): One from ART 20J, ART 133, ART 137, ART 138, ART 139; and two non-painting lower-division studios from ART 15, ART 20G, ART 20H, ART 20I, ART 20K, ART 20L, ART 26. A foundation in drawing is recommended. Enrollment is restricted to art majors."
ART,132,Figure Painting,5.0,
ART,133,Abstract Painting,5.0,"Prerequisite(s): One from ART 20J, ART 20L, ART 130, ART 137, ART 138, ART 139; and two non-painting lower-division studios from ART 15, ART 20G, ART 20H, ART 20I, ART 20K, ART 26. Enrollment is restricted to art majors."
ART,135,Digital Painting,5.0,
ART,137,Outdoor Painter's Project,5.0,"Prerequisite(s): One from ART 20J, ART 130, ART 133, ART 138, ART 139; and two non-painting lower-division studios from ART 15, ART 20G, ART 20H, ART 20I, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,138,Facture and Meaning,5.0,"Prerequisite(s): One from ART 20J, ART 130, ART 133, ART 137, ART 139; and two non-painting lower-division studios from ART 15, ART 20G, ART 20H, ART 20I, ART 20K, ART 20L, ART 26. Enrollment is  restricted to art majors."
ART,139,Special Topics in Painting,5.0,"Prerequisite(s): One from ART 20J, ART 130, ART 133, ART 137, ART 138; and two non-painting lower-division studios from ART 15, ART 20G, ART 20H, ART 20I, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,150,Darkroom Practices,5.0,"Prerequisite(s): ART 20I and two non-photography lower-division art studios from ART 15, ART 20G, ART 20H, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,152A,Photographic Book,5.0,"Prerequisite(s): ART 20I, ART 156, and two courses from ART 15, ART 20G, ART 20H, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,152C,View Camera Photography,5.0,
ART,153,Still to Moving: Topics in Cinematography for Artists,5.0,"Prerequisite(s): ART 20I; and two courses from ART 15, ART 20G, ART 20H, ART 20J, ART 20K, ART 20L, ART 26. Plus one course from ART 150 or ART 156. Enrollment is restricted to art majors."
ART,154A,Being Social:  Photography and Engagement,5.0,"Prerequisite(s): ART 20I and ART 156; and two courses from ART 15, ART 20G, ART 20H, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,154B,"Photography, Place, Environment",5.0,"Prerequisite(s): ART 20I; and two courses from ART 15, ART 20G, ART 20H, ART 20J, ART 20K, ART 20L, ART 26.  Plus one course from ART 150 or ART 156, or by permission of instructor. Enrollment is restricted to art majors."
ART,154C,After Archives: Photographers & Research,5.0,"Prerequisite(s): ART 20I; and ART 150 or ART 156; and two courses from ART 15, ART 20G, ART 20H, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,155,Photo Field Research Quarter (PFRQ): California Road Trip,10.0,
ART,156,Project Development in Photography,5.0,"Prerequisite(s): One course from ART 20I; and two non-photography lower-division art studios from ART 15, ART 20G, ART 20H, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,157,Immersive Arts Field Research,5.0,
ART,158,Advanced Photography,5.0,"Prerequisite(s): ART 156; and one course from ART 150, ART 152A, ART 152C, ART 153, ART 154A, ART 154B, ART 154C or ART 159. Enrollment is restricted to art majors."
ART,159,Special Topics in Photography,5.0,Prerequisite(s): ART 150 or ART 156. Enrollment is restricted to art majors.
ART,161B,Relief/Mixed Media Printmaking,5.0,"Prerequisites: ART 20G or ART 26 and two non-print lower-division media studios from ART 15, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L. Enrollment is restricted to art majors."
ART,161C,Tradition and Innovation: Relief Printmaking in Korea,6.0,
ART,161J,Mokuhanga: UCSC Printmaking in Japan,6.0,
ART,162A,Intaglio I,5.0,"Prerequisites: ART 20G or ART 26 and two non-print lower-division media studios from ART 15, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L. Enrollment is restricted to art majors."
ART,163A,Lithography I,5.0,"Prerequisites: ART 20G or ART 26 and two non-print lower-division media studios from ART 15, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L. Enrollment is restricted to art majors."
ART,163C,Magnified Imagination: A Printmaking Approach,5.0,"Prerequisite(s): ART 20G and two courses from ART 15, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26. Enrollment restricted to art majors."
ART,164A,Screenprinting,5.0,"Prerequisites: ART 20G or ART 26 and two non-print lower-division media studios from ART 15, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L. Enrollment is restricted to art majors."
ART,164S,Serigraphy in Spain,5.0,
ART,165,Print Media in Visual Communication,5.0,"Prerequisite(s): one course from ART 160B, ART 161B, ART 161C, ART 162A, ART 162B, ART 163A,  ART 163B, ART 163C, ART 164A, ART 164S, ART 168, ART 169. Enrollment is restricted to art majors."
ART,166,Art of Bookmaking,5.0,"Prerequisite(s): Three courses from: ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26 or by permission of instructor. Enrollment is restricted to art majors."
ART,168,Photo-Based Printmaking,5.0,"Prerequisite(s): Three courses from the following: ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26.  Enrollment is restricted to art majors."
ART,169,Special Topics in Printmaking,5.0,"Prerequisites: ART 20G or ART 26 and two non-print lower-division media studios from ART 15, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L. Enrollment is restricted to art majors."
ART,172,"Public Art: Memory, Landscape, and Artist as Activist",5.0,Enrollment is restricted to juniors and seniors.
ART,175,Taking Art to the Streets,5.0,"Prerequisite(s): Three courses from ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26, or by consent of instructor. Enrollment restricted to art majors."
ART,177,Careers in the Creative Economy,2.0,
ART,180B,Sculpture II,5.0,"Prerequisite(s): One course from ART 20H, ART 120, ART 121, ART 122, ART 124, ART 125, ART 129, ART 172, ART 183, ART 188, or ART 189; and two non-sculpture/intermedia/public art lower-division studios from ART 15, ART 20G, ART 20I, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,181,"Art, Power & Politics",5.0,"Prerequisite(s): three courses from: ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,182,Materiality of Color,5.0,"Prerequisite(s): Three courses from: ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,183,Metal Fabrication,5.0,"Prerequisite(s): One course from ART 20H, ART 120, ART 121, ART 122, ART 124, ART 125, ART 129, ART 172, ART 180B, ART 188, ART 189; and two non-sculpture/intermedia/public art lower-division studios from ART 15, ART 20G, ART 20I,ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,184,3D Art and Design I,5.0,"One course from ART 20H, ART 20K, ART 101, ART 102, ART 103, ART 106E, ART 108, ART120, ART 121, ART 122, ART 124, ART 125, ART 129, ART 146T / THEA 106, ART 172, ART 180B, ART 183,ART 188, ART 189 and two courses from ART 15, ART 20G,  ART 20I, ART 20J, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,185,3D Art and Design II,5.0,"One course from ART 20H, ART 20K, ART 101, ART 102, ART 103, ART 106E, ART 108, ART 180B, ART 183, ART 184, ART 188; and two courses from ART 15, ART 20G, ART 20I, ART 20J, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,186,Art and Globalization,6.0,"Prerequisite(s): Three courses from: ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,188,Intermediate to Advanced Sculpture (Foundry),5.0,"Prerequisite(s): One course from ART 20H, ART 120,ART 121, ART 122, ART 124, ART ART 125, ART 129, ART 172, ART 180B, ART 183, ART 189; and two non-sculpture/intermedia/public art lower-division studios from ART 15, ART 20G, ART 20I, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,189,Special Topics in Sculpture,5.0,"Prerequisite(s): One course from ART 20H, ART 120, ART 121, ART 122, ART 124, ART 125, ART 129, ART 172, ART 175, ART 180B, ART 183, ART 188; and two non-sculpture/intermedia/public art lower-division studios from ART 15, ART 20G, ART 20I, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,190A,Writing for Artists,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to junior and senior art majors.
ART,190B,Senior Project,5.0,Enrollment is restricted to senior art majors.
ART,191,Teaching Apprenticeship,5.0,
ART,192,Directed Student Teaching,5.0,
ART,193,Field Study,5.0,
ART,194,Forms and Ideas,5.0,Enrollment is restricted to junior and senior art majors. Strongly recommended for junior transfer art majors.
ART,196,Independent Senior Project,5.0,
ART,197,Individual Study,5.0,
ART,198,Independent Field Study,5.0,
ART,199,Tutorial,5.0,
ART,199F,Tutorial,2.0,
ARTG,10,Aesthetic Designs,5.0,
ARTG,20,Games as Art,5.0,
ARTG,25,Games as Art & Activism,5.0,
ARTG,30,Games as Activism,5.0,
ARTG,40,Designing Experiences,,
ARTG,50,Play as a Radical Endeavor,5.0,Enrollment is restricted to art and design: games and playable media majors.
ARTG,80G,Visual Communication and Interaction Design,5.0,
ARTG,80H,Critical History of Digital Games,5.0,
ARTG,91,Introduction to Game Art Production,5.0,
ARTG,118,Character Creation for Video Games,5.0,Enrollment is restricted to junior and senior art and design: games and playable media  majors and proposed majors.
ARTG,120,Game Design Experience,5.0,Prerequisite(s): FILM 80V and ARTG 80I; or CMPM 80K and CSE 30. Enrollment is restricted to juniors and seniors.
ARTG,129,Special Topics in Game Design,5.0,"Prerequisite(s): ARTG 80G,and ARTG 80I. Enrollment is restricted to art & design: games and playable media and computer science: computer game design majors."
ARTG,129A,Special Topics in Game Design,5.0,"Prerequisite(s): ARTG 80G, ARTG 80H, and ARTG 80I. Enrollment is restricted to art and design: games and playable media and computer science: games and playable media majors."
ARTG,131,3D Game Art Production,5.0,"[""AND"", ""ARTG 10"", ""ARTG 20""]"
ARTG,132,3D Character Rigging and Animation for Video Games,5.0,Prerequisite(s) ARTG 10 and ARTG 20.
ARTG,134,"Spectacular Play: Performance, Ritual, and Making a Scene IRL",5.0,"[""AND"", ""ARTG 80G"", ""ARTG 80I""]"
ARTG,136,Digital Sculpting for Video Games,5.0,
ARTG,137,Experimental Tabletop RPG Design,5.0,Prerequisite(s): ARTG 80G and ARTG 80I; or ARTG 10 and (ARTG 20 or ARTG 30) and (ARTG 40 or ARTG 50).
ARTG,138,Feminist Games,5.0,"Prerequisite(s): Two courses from the following: ARTG 80G, ARTG 80H, or ARTG 80I; or ARTG 20 and ARTG 30."
ARTG,139,Queer and Trans Art and Games,5.0,"Prerequisite(s): ARTG 120; or ARTG 20 and ARTG 30. Enrollment is restricted to art and design: games and playable media, and critical race and ethnic studies majors and proposed majors."
ARTG,140,Writing for Interactive Narrative,5.0,
ARTG,141,Introduction to Virtual Reality,5.0,
ARTG,142,Black Aesthetics: Interventions in Digital Media,5.0,"Enrollment is restricted to sophomore, junior, and senior art and design: games and playable media, and critical race and ethnic studies majors, and Black studies minors."
ARTG,143,Ecofutures,5.0,Enrollment is restricted to senior Art and Design: Games and Playable Media majors.
ARTG,145,Non-Digital Game Design,5.0,
ARTG,170,Game Design Studio I,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements and ARTG 120. Enrollment restricted to senior art and design: games and playable media majors.
ARTG,171,Game Design Studio II,7.0,Prerequisite(s): ARTG 170. Enrollment is restricted to senior art and design: games and playable media majors.
ARTG,172,Game Design Studio III,7.0,Prerequisite(s): ARTG 171. Enrollment is restricted to senior art and design: games and playable media majors.
ARTG,176,Game Design Collaborative,2.0,
ARTG,180,Personal Narrative in Play,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to seniors majoring in art and design: games and playable media.
ARTG,181,Portfolio,5.0,"Prerequisite(s): Satisfaction of Entry Level Writing and Composition requirements, and completion of ARTG 10, ARTG 20, and one upper-division ARTG course. Seniors majoring in Art & Design: Games + Playable Media may enroll without course prerequisites."
ARTG,199,Tutorial,5.0,
ARTG,199F,Tutorial,2.0,
ASTR,1,Introduction to the Cosmos,5.0,
ASTR,2,Overview of the Universe,5.0,
ASTR,3,Introductory Astronomy: Planetary Systems,5.0,
ASTR,4,Introductory Astronomy: The Stars,5.0,
ASTR,5,Introductory Astronomy: The Formation and Evolution of the Universe,5.0,
ASTR,6,The Space-Age Solar System,5.0,
ASTR,7,Black Holes,5.0,
ASTR,8,Exploring the Universe with Astronomical Data,5.0,
ASTR,9A,Introduction to Research in Physics and Astrophysics,2.0,
ASTR,9B,Introduction to Research in Physics and Astrophysics,3.0,
ASTR,10,From the Big Bang to Planet Earth,5.0,
ASTR,12,Stars and Stellar Evolution,5.0,
ASTR,13,"Galaxies, Cosmology, and High Energy Astrophysics",5.0,
ASTR,15,Dead Stars and Black Holes,5.0,
ASTR,16,Astrobiology: Life in the Universe,5.0,
ASTR,18,Planets and Planetary Systems,5.0,
ASTR,19,Practical Programming for the Sciences,5.0,
ASTR,21,"The Diverse Universe: Stars, Planets, and Galaxies",5.0,"""PHYS 5A"""
ASTR,111,Order-of-Magnitude Astrophysics,5.0,Prerequisite(s): MATH 22 or MATH 23A; PHYS 5B or PHYS 6B; and previous or concurrent enrollment in PHYS 102.
ASTR,112,Physics of Stars,5.0,"[""OR"", ""MATH 22"", [""OR"", [""AND"", ""MATH 23A"", ""PHYS 5B""], [""AND"", ""PHYS 6B"", ""PHYS 102""]]]"
ASTR,113,Introduction to Cosmology,5.0,"[""OR"", ""MATH 22"", [""OR"", [""AND"", ""MATH 23A"", ""PHYS 5B""], [""AND"", ""PHYS 6B"", ""PHYS 102""]]]"
ASTR,117,High Energy Astrophysics,5.0,"[""OR"", ""MATH 22"", [""OR"", [""AND"", ""MATH 23A"", ""PHYS 5B""], [""AND"", ""PHYS 6B"", ""PHYS 102""]]]"
ASTR,118,Physics of Planetary Systems,5.0,"[""OR"", [""OR"", ""MATH 22"", [""AND"", ""MATH 23A"", ""PHYS 5B""]], ""PHYS 6B""]"
ASTR,119,Introduction to Scientific Computing,5.0,"[""OR"", [""OR"", [""OR"", ""MATH 11A"", ""MATH 19A""], ""MATH 20A""], ""AM 15A""]"
ASTR,136,Advanced Astronomy Laboratory,5.0,Prerequisite(s): ASTR 119 and PHYS 133.  Enrollment is restricted to junior and senior astrophysics majors.
ASTR,136A,Advanced Astronomy Lab: Astrometry,2.0,"Prerequisite(s): PHYS 133, and one of the following: ASTR 119, ASTR 19, or CSE 20. Enrollment is restricted to senior physics-astrophysics majors, and juniors by permission."
ASTR,136B,Advanced Astronomy Lab: Galaxy Rotation Curves and Dark Matter,2.0,"Prerequisite(s): PHYS 133, and one of the following: ASTR 119, ASTR 19, or CSE 20. Enrollment is restricted to senior physics-astrophysics majors, and juniors by permission."
ASTR,136C,Advanced Astronomy Lab: Stellar Photometry,2.0,"Prerequisite(s): PHYS 133, and either ASTR 119 or ASTR 19 or CSE 20. Enrollment is restricted to junior and senior physics (astrophysics) majors or by permission."
ASTR,136D,Advanced Astronomy Lab: Wavefront Measurement,2.0,"Prerequisite(s): PHYS 133, and one of the following: ASTR 119, ASTR 19, or CSE 20. Enrollment is restricted to senior physics-astrophysics majors, and juniors by permission."
ASTR,136E,Advanced Astronomy Lab: Adaptive Optics,2.0,"Prerequisite(s): PHYS 133, and one of the following: ASTR 119, ASTR 19, or CSE 20. Enrollment is restricted to senior physics-astrophysics majors, and juniors by permission."
ASTR,136G,Advanced Astronomy Lab: Detectors,2.0,"Prerequisite(s): PHYS 133, and one of the following: ASTR 119, ASTR 19, or CSE 20. Enrollment is restricted to senior physics-astrophysics majors, and juniors by permission."
ASTR,136H,Advanced Astronomy Lab: Fourier Optics,2.0,"Prerequisite(s): PHYS 133, and one of the following: ASTR 119, ASTR 19, or CSE 20. Enrollment is restricted to senior physics-astrophysics majors, and juniors by permission."
ASTR,192,Dir Stu Teach,5.0,
ASTR,199,Tutorial,5.0,
BIOC,100A,Biochemistry and Molecular Biology,5.0,"Prerequisite(s): CHEM 8B; and BIOL 20A. Enrollment is restricted to chemistry, biochemistry, and biomolecular engineering and bioinformatics majors, and chemistry minors."
BIOC,100B,Biochemistry and Molecular Biology,5.0,"""BIOC 100A"""
BIOC,100C,Biochemistry and Molecular Biology,5.0,"""BIOC 100B"""
